Perioden;Regio's;Gemiddelde verkoopprijs (euro)
2008;Asten;337319
2009;Asten;298684
2010;Asten;292281
2011;Asten;293181
2012;Asten;245317
2013;Asten;249721
2014;Asten;247823
2015;Asten;264697
2016;Asten;268162
2017;Asten;292594
2018;Asten;290117
2019;Asten;334156
2020;Asten;342335
2021;Asten;379682
2022;Asten;429888
2023;Asten;439900
2024;Asten;471246
1995;Avereest;87413
1996;Avereest;91155
1997;Avereest;97384
1998;Avereest;120960
1999;Avereest;146467
2000;Avereest;167291
2001;Avereest;
2002;Avereest;
2003;Avereest;
2004;Avereest;
2005;Avereest;
2006;Avereest;
2007;Avereest;
2008;Avereest;
2009;Avereest;
2010;Avereest;
2011;Avereest;
2012;Avereest;
2013;Avereest;
2014;Avereest;
2015;Avereest;
2016;Avereest;
2017;Avereest;
2018;Avereest;
2019;Avereest;
2020;Avereest;
2021;Avereest;
2022;Avereest;
2023;Avereest;
2024;Avereest;
1995;Axel;63721
1996;Axel;70599
1997;Axel;81871
1998;Axel;71074
1999;Axel;79250
2000;Axel;91784
2001;Axel;111502
2002;Axel;122890
2003;Axel;
2004;Axel;
2005;Axel;
2006;Axel;
2007;Axel;
2008;Axel;
2009;Axel;
2010;Axel;
2011;Axel;
2012;Axel;
2013;Axel;
2014;Axel;
2015;Axel;
2016;Axel;
2017;Axel;
2018;Axel;
2019;Axel;
2020;Axel;
2021;Axel;
2022;Axel;
2023;Axel;
2024;Axel;
1995;Baarle-Nassau;118689
1996;Baarle-Nassau;124574
1997;Baarle-Nassau;190352
1998;Baarle-Nassau;160552
1999;Baarle-Nassau;170309
2000;Baarle-Nassau;205439
2001;Baarle-Nassau;244477
2002;Baarle-Nassau;273442
2003;Baarle-Nassau;231338
2004;Baarle-Nassau;256334
2005;Baarle-Nassau;299513
2006;Baarle-Nassau;265515
2007;Baarle-Nassau;265121
2008;Baarle-Nassau;296111
2009;Baarle-Nassau;273334
2010;Baarle-Nassau;268023
2011;Baarle-Nassau;292993
2012;Baarle-Nassau;263403
2013;Baarle-Nassau;242549
2014;Baarle-Nassau;251776
2015;Baarle-Nassau;254242
2016;Baarle-Nassau;266280
2017;Baarle-Nassau;274709
2018;Baarle-Nassau;299212
2019;Baarle-Nassau;334058
2020;Baarle-Nassau;314453
2021;Baarle-Nassau;366251
2022;Baarle-Nassau;426396
2023;Baarle-Nassau;391221
2024;Baarle-Nassau;417733
1995;Baarn;129014
1996;Baarn;149900
1997;Baarn;157594
1998;Baarn;172499
1999;Baarn;207130
2000;Baarn;273732
2001;Baarn;301252
2002;Baarn;314631
2003;Baarn;269230
2004;Baarn;307780
2005;Baarn;329046
2006;Baarn;354084
2007;Baarn;376584
2008;Baarn;352729
2009;Baarn;345492
2010;Baarn;339479
2011;Baarn;356297
2012;Baarn;308279
2013;Baarn;332346
2014;Baarn;321127
2015;Baarn;297817
2016;Baarn;348588
2017;Baarn;364285
2018;Baarn;384315
2019;Baarn;431161
2020;Baarn;473873
2021;Baarn;529145
2022;Baarn;600665
2023;Baarn;539068
2024;Baarn;567286
1995;Bakel en Milheeze;117550
1996;Bakel en Milheeze;130789
1997;Bakel en Milheeze;
1998;Bakel en Milheeze;
1999;Bakel en Milheeze;
2000;Bakel en Milheeze;
2001;Bakel en Milheeze;
2002;Bakel en Milheeze;
2003;Bakel en Milheeze;
2004;Bakel en Milheeze;
2005;Bakel en Milheeze;
2006;Bakel en Milheeze;
2007;Bakel en Milheeze;
2008;Bakel en Milheeze;
2009;Bakel en Milheeze;
2010;Bakel en Milheeze;
2011;Bakel en Milheeze;
2012;Bakel en Milheeze;
2013;Bakel en Milheeze;
2014;Bakel en Milheeze;
2015;Bakel en Milheeze;
2016;Bakel en Milheeze;
2017;Bakel en Milheeze;
2018;Bakel en Milheeze;
2019;Bakel en Milheeze;
2020;Bakel en Milheeze;
2021;Bakel en Milheeze;
2022;Bakel en Milheeze;
2023;Bakel en Milheeze;
2024;Bakel en Milheeze;
1995;Barendrecht;114830
1996;Barendrecht;120398
1997;Barendrecht;138622
1998;Barendrecht;134797
1999;Barendrecht;170270
2000;Barendrecht;198794
2001;Barendrecht;215732
2002;Barendrecht;232235
2003;Barendrecht;246019
2004;Barendrecht;255428
2005;Barendrecht;255391
2006;Barendrecht;283736
2007;Barendrecht;275094
2008;Barendrecht;288588
2009;Barendrecht;273885
2010;Barendrecht;266941
2011;Barendrecht;276421
2012;Barendrecht;262311
2013;Barendrecht;258369
2014;Barendrecht;251425
2015;Barendrecht;257575
2016;Barendrecht;269159
2017;Barendrecht;294183
2018;Barendrecht;336402
2019;Barendrecht;352460
2020;Barendrecht;376908
2021;Barendrecht;433258
2022;Barendrecht;493806
2023;Barendrecht;466518
2024;Barendrecht;515747
1995;Barneveld;128470
1996;Barneveld;147772
1997;Barneveld;155434
1998;Barneveld;182297
1999;Barneveld;220087
2000;Barneveld;246961
2001;Barneveld;267905
2002;Barneveld;268552
2003;Barneveld;264072
2004;Barneveld;280777
2005;Barneveld;292103
2006;Barneveld;306034
2007;Barneveld;322137
2008;Barneveld;322785
2009;Barneveld;311501
2010;Barneveld;309841
2011;Barneveld;290602
2012;Barneveld;283522
2013;Barneveld;258912
2014;Barneveld;258411
2015;Barneveld;266307
2016;Barneveld;282871
2017;Barneveld;312523
2018;Barneveld;329980
2019;Barneveld;359070
2020;Barneveld;389922
2021;Barneveld;451336
2022;Barneveld;518412
2023;Barneveld;488905
2024;Barneveld;519477
1995;Bathmen;126772
1996;Bathmen;141253
1997;Bathmen;141423
1998;Bathmen;145052
1999;Bathmen;186586
2000;Bathmen;185860
2001;Bathmen;257334
2002;Bathmen;302499
2003;Bathmen;261160
2004;Bathmen;255349
2005;Bathmen;
2006;Bathmen;
2007;Bathmen;
2008;Bathmen;
2009;Bathmen;
2010;Bathmen;
2011;Bathmen;
2012;Bathmen;
2013;Bathmen;
2014;Bathmen;
2015;Bathmen;
2016;Bathmen;
2017;Bathmen;
2018;Bathmen;
2019;Bathmen;
2020;Bathmen;
2021;Bathmen;
2022;Bathmen;
2023;Bathmen;
2024;Bathmen;
1995;Bedum;79343
1996;Bedum;73018
1997;Bedum;87111
1998;Bedum;88532
1999;Bedum;101282
2000;Bedum;121041
2001;Bedum;144062
2002;Bedum;156401
2003;Bedum;172072
2004;Bedum;162263
2005;Bedum;185464
2006;Bedum;198602
2007;Bedum;194998
2008;Bedum;188657
2009;Bedum;179730
2010;Bedum;188139
2011;Bedum;186653
2012;Bedum;179928
2013;Bedum;186492
2014;Bedum;174753
2015;Bedum;178920
2016;Bedum;183710
2017;Bedum;198676
2018;Bedum;214213
2019;Bedum;
2020;Bedum;
2021;Bedum;
2022;Bedum;
2023;Bedum;
2024;Bedum;
1995;Beek (L.);92607
1996;Beek (L.);105391
1997;Beek (L.);120811
1998;Beek (L.);125891
1999;Beek (L.);153270
2000;Beek (L.);161134
2001;Beek (L.);165641
2002;Beek (L.);164110
2003;Beek (L.);184807
2004;Beek (L.);183769
2005;Beek (L.);185888
2006;Beek (L.);194649
2007;Beek (L.);213428
2008;Beek (L.);202607
2009;Beek (L.);188678
2010;Beek (L.);181157
2011;Beek (L.);189860
2012;Beek (L.);185433
2013;Beek (L.);176182
2014;Beek (L.);185729
2015;Beek (L.);187159
2016;Beek (L.);207205
2017;Beek (L.);195019
2018;Beek (L.);226580
2019;Beek (L.);231409
2020;Beek (L.);255888
2021;Beek (L.);297820
2022;Beek (L.);328742
2023;Beek (L.);331369
2024;Beek (L.);365677
1995;Beek en Donk;99289
1996;Beek en Donk;110904
1997;Beek en Donk;
1998;Beek en Donk;
1999;Beek en Donk;
2000;Beek en Donk;
2001;Beek en Donk;
2002;Beek en Donk;
2003;Beek en Donk;
2004;Beek en Donk;
2005;Beek en Donk;
2006;Beek en Donk;
2007;Beek en Donk;
2008;Beek en Donk;
2009;Beek en Donk;
2010;Beek en Donk;
2011;Beek en Donk;
2012;Beek en Donk;
2013;Beek en Donk;
2014;Beek en Donk;
2015;Beek en Donk;
2016;Beek en Donk;
2017;Beek en Donk;
2018;Beek en Donk;
2019;Beek en Donk;
2020;Beek en Donk;
2021;Beek en Donk;
2022;Beek en Donk;
2023;Beek en Donk;
2024;Beek en Donk;
1995;Beekdaelen;
1996;Beekdaelen;
1997;Beekdaelen;
1998;Beekdaelen;
1999;Beekdaelen;
2000;Beekdaelen;
2001;Beekdaelen;
2002;Beekdaelen;
2003;Beekdaelen;
2004;Beekdaelen;
2005;Beekdaelen;
2006;Beekdaelen;
2007;Beekdaelen;
2008;Beekdaelen;
2009;Beekdaelen;
2010;Beekdaelen;
2011;Beekdaelen;
2012;Beekdaelen;
2013;Beekdaelen;
2014;Beekdaelen;
2015;Beekdaelen;
2016;Beekdaelen;
2017;Beekdaelen;
2018;Beekdaelen;
2019;Beekdaelen;248905
2020;Beekdaelen;274875
2021;Beekdaelen;313156
2022;Beekdaelen;338889
2023;Beekdaelen;335685
2024;Beekdaelen;364234
1995;Beemster;122907
1996;Beemster;134806
1997;Beemster;150486
1998;Beemster;176991
1999;Beemster;232898
2000;Beemster;232456
2001;Beemster;254571
2002;Beemster;292357
2003;Beemster;253488
2004;Beemster;336304
2005;Beemster;297048
2006;Beemster;313337
2007;Beemster;349040
2008;Beemster;304381
2009;Beemster;323214
2010;Beemster;308549
2011;Beemster;326688
2012;Beemster;243837
2013;Beemster;205265
2014;Beemster;259131
2015;Beemster;278733
2016;Beemster;283115
2017;Beemster;318243
2018;Beemster;371819
2019;Beemster;437693
2020;Beemster;463775
2021;Beemster;502018
2022;Beemster;
2023;Beemster;
2024;Beemster;
1995;Beesel;93275
1996;Beesel;104343
1997;Beesel;102795
1998;Beesel;120309
1999;Beesel;135072
2000;Beesel;154327
2001;Beesel;163815
2002;Beesel;156247
2003;Beesel;180427
2004;Beesel;205644
2005;Beesel;204479
2006;Beesel;204799
2007;Beesel;217854
2008;Beesel;213018
2009;Beesel;190880
2010;Beesel;187712
2011;Beesel;209554
2012;Beesel;213846
2013;Beesel;195273
2014;Beesel;189929
2015;Beesel;198705
2016;Beesel;196107
2017;Beesel;221375
2018;Beesel;213909
2019;Beesel;233443
2020;Beesel;267983
2021;Beesel;290029
2022;Beesel;299072
2023;Beesel;344540
2024;Beesel;319521
1995;Beilen;111297
1996;Beilen;102713
1997;Beilen;103423
1998;Beilen;
1999;Beilen;
2000;Beilen;
2001;Beilen;
2002;Beilen;
2003;Beilen;
2004;Beilen;
2005;Beilen;
2006;Beilen;
2007;Beilen;
2008;Beilen;
2009;Beilen;
2010;Beilen;
2011;Beilen;
2012;Beilen;
2013;Beilen;
2014;Beilen;
2015;Beilen;
2016;Beilen;
2017;Beilen;
2018;Beilen;
2019;Beilen;
2020;Beilen;
2021;Beilen;
2022;Beilen;
2023;Beilen;
2024;Beilen;
1995;Belfeld;101723
1996;Belfeld;97539
1997;Belfeld;104068
1998;Belfeld;128597
1999;Belfeld;113448
2000;Belfeld;143569
2001;Belfeld;
2002;Belfeld;
2003;Belfeld;
2004;Belfeld;
2005;Belfeld;
2006;Belfeld;
2007;Belfeld;
2008;Belfeld;
2009;Belfeld;
2010;Belfeld;
2011;Belfeld;
2012;Belfeld;
2013;Belfeld;
2014;Belfeld;
2015;Belfeld;
2016;Belfeld;
2017;Belfeld;
2018;Belfeld;
2019;Belfeld;
2020;Belfeld;
2021;Belfeld;
2022;Belfeld;
2023;Belfeld;
2024;Belfeld;
1995;Bellingwedde;67394
1996;Bellingwedde;77319
1997;Bellingwedde;85095
1998;Bellingwedde;93444
1999;Bellingwedde;100440
2000;Bellingwedde;121655
2001;Bellingwedde;160643
2002;Bellingwedde;163677
2003;Bellingwedde;170894
2004;Bellingwedde;160319
2005;Bellingwedde;178059
2006;Bellingwedde;192215
2007;Bellingwedde;192435
2008;Bellingwedde;216605
2009;Bellingwedde;175959
2010;Bellingwedde;176783
2011;Bellingwedde;174305
2012;Bellingwedde;161163
2013;Bellingwedde;153956
2014;Bellingwedde;141623
2015;Bellingwedde;158765
2016;Bellingwedde;173653
2017;Bellingwedde;166742
2018;Bellingwedde;
2019;Bellingwedde;
2020;Bellingwedde;
2021;Bellingwedde;
2022;Bellingwedde;
2023;Bellingwedde;
2024;Bellingwedde;
1995;Bemmel;114534
1996;Bemmel;116445
1997;Bemmel;122944
1998;Bemmel;137019
1999;Bemmel;187255
2000;Bemmel;187761
2001;Bemmel;205978
2002;Bemmel;217065
2003;Bemmel;
2004;Bemmel;
2005;Bemmel;
2006;Bemmel;
2007;Bemmel;
2008;Bemmel;
2009;Bemmel;
2010;Bemmel;
2011;Bemmel;
2012;Bemmel;
2013;Bemmel;
2014;Bemmel;
2015;Bemmel;
2016;Bemmel;
2017;Bemmel;
2018;Bemmel;
2019;Bemmel;
2020;Bemmel;
2021;Bemmel;
2022;Bemmel;
2023;Bemmel;
2024;Bemmel;
1995;Bennebroek;138013
1996;Bennebroek;168992
1997;Bennebroek;187051
1998;Bennebroek;238451
1999;Bennebroek;219832
2000;Bennebroek;302031
2001;Bennebroek;355026
2002;Bennebroek;342372
2003;Bennebroek;336603
2004;Bennebroek;386802
2005;Bennebroek;348098
2006;Bennebroek;389177
2007;Bennebroek;420517
2008;Bennebroek;438022
2009;Bennebroek;
2010;Bennebroek;
2011;Bennebroek;
2012;Bennebroek;
2013;Bennebroek;
2014;Bennebroek;
2015;Bennebroek;
2016;Bennebroek;
2017;Bennebroek;
2018;Bennebroek;
2019;Bennebroek;
2020;Bennebroek;
2021;Bennebroek;
2022;Bennebroek;
2023;Bennebroek;
2024;Bennebroek;
1995;Berg en Dal;
1996;Berg en Dal;
1997;Berg en Dal;
1998;Berg en Dal;
1999;Berg en Dal;
2000;Berg en Dal;
2001;Berg en Dal;
2002;Berg en Dal;
2003;Berg en Dal;
2004;Berg en Dal;
2005;Berg en Dal;
2006;Berg en Dal;
2007;Berg en Dal;
2008;Berg en Dal;
2009;Berg en Dal;
2010;Berg en Dal;
2011;Berg en Dal;
2012;Berg en Dal;
2013;Berg en Dal;
2014;Berg en Dal;
2015;Berg en Dal;
2016;Berg en Dal;241713
2017;Berg en Dal;265704
2018;Berg en Dal;287270
2019;Berg en Dal;292830
2020;Berg en Dal;340206
2021;Berg en Dal;377603
2022;Berg en Dal;424764
2023;Berg en Dal;427618
2024;Berg en Dal;462603
1995;Bergambacht;115432
1996;Bergambacht;130006
1997;Bergambacht;154570
1998;Bergambacht;168419
1999;Bergambacht;172398
2000;Bergambacht;207115
2001;Bergambacht;223536
2002;Bergambacht;257954
2003;Bergambacht;237562
2004;Bergambacht;248040
2005;Bergambacht;279085
2006;Bergambacht;285887
2007;Bergambacht;311895
2008;Bergambacht;303799
2009;Bergambacht;308329
2010;Bergambacht;265671
2011;Bergambacht;273948
2012;Bergambacht;289502
2013;Bergambacht;224099
2014;Bergambacht;260507
2015;Bergambacht;
2016;Bergambacht;
2017;Bergambacht;
2018;Bergambacht;
2019;Bergambacht;
2020;Bergambacht;
2021;Bergambacht;
2022;Bergambacht;
2023;Bergambacht;
2024;Bergambacht;
1995;Bergeijk;
1996;Bergeijk;
1997;Bergeijk;
1998;Bergeijk;183351
1999;Bergeijk;212875
2000;Bergeijk;235192
2001;Bergeijk;261012
2002;Bergeijk;254727
2003;Bergeijk;270826
2004;Bergeijk;281085
2005;Bergeijk;320236
2006;Bergeijk;318088
2007;Bergeijk;350495
2008;Bergeijk;330046
2009;Bergeijk;279658
2010;Bergeijk;293499
2011;Bergeijk;322647
2012;Bergeijk;278638
2013;Bergeijk;207717
2014;Bergeijk;273849
2015;Bergeijk;265178
2016;Bergeijk;275527
2017;Bergeijk;299913
2018;Bergeijk;328777
2019;Bergeijk;335601
2020;Bergeijk;373967
2021;Bergeijk;402488
2022;Bergeijk;446887
2023;Bergeijk;422328
2024;Bergeijk;494950
1995;Bergen (L.);96960
1996;Bergen (L.);106392
1997;Bergen (L.);114319
1998;Bergen (L.);139256
1999;Bergen (L.);155179
2000;Bergen (L.);199084
2001;Bergen (L.);178302
2002;Bergen (L.);196084
2003;Bergen (L.);186870
2004;Bergen (L.);209835
2005;Bergen (L.);228350
2006;Bergen (L.);246969
2007;Bergen (L.);238177
2008;Bergen (L.);259422
2009;Bergen (L.);230157
2010;Bergen (L.);205668
2011;Bergen (L.);205709
2012;Bergen (L.);220671
2013;Bergen (L.);175089
2014;Bergen (L.);188050
2015;Bergen (L.);188826
2016;Bergen (L.);213867
2017;Bergen (L.);221542
2018;Bergen (L.);235110
2019;Bergen (L.);240030
2020;Bergen (L.);275066
2021;Bergen (L.);301211
2022;Bergen (L.);369272
2023;Bergen (L.);337950
2024;Bergen (L.);397057
1995;Bergen (NH.);185870
1996;Bergen (NH.);195648
1997;Bergen (NH.);205471
1998;Bergen (NH.);246732
1999;Bergen (NH.);305633
2000;Bergen (NH.);370091
2001;Bergen (NH.);356976
2002;Bergen (NH.);358303
2003;Bergen (NH.);331731
2004;Bergen (NH.);364122
2005;Bergen (NH.);370721
2006;Bergen (NH.);416536
2007;Bergen (NH.);447451
2008;Bergen (NH.);443170
2009;Bergen (NH.);457041
2010;Bergen (NH.);412441
2011;Bergen (NH.);437968
2012;Bergen (NH.);361791
2013;Bergen (NH.);341270
2014;Bergen (NH.);334932
2015;Bergen (NH.);356475
2016;Bergen (NH.);403609
2017;Bergen (NH.);463173
2018;Bergen (NH.);476861
2019;Bergen (NH.);488406
2020;Bergen (NH.);549858
2021;Bergen (NH.);659453
2022;Bergen (NH.);685916
2023;Bergen (NH.);688064
2024;Bergen (NH.);694945
1995;Bergen op Zoom;84558
1996;Bergen op Zoom;89720
1997;Bergen op Zoom;104208
1998;Bergen op Zoom;112199
1999;Bergen op Zoom;126100
2000;Bergen op Zoom;139511
2001;Bergen op Zoom;168464
2002;Bergen op Zoom;183442
2003;Bergen op Zoom;181511
2004;Bergen op Zoom;201106
2005;Bergen op Zoom;212656
2006;Bergen op Zoom;225049
2007;Bergen op Zoom;230576
2008;Bergen op Zoom;227246
2009;Bergen op Zoom;212761
2010;Bergen op Zoom;222397
2011;Bergen op Zoom;215816
2012;Bergen op Zoom;208454
2013;Bergen op Zoom;195589
2014;Bergen op Zoom;200113
2015;Bergen op Zoom;207778
2016;Bergen op Zoom;223748
2017;Bergen op Zoom;217722
2018;Bergen op Zoom;233913
2019;Bergen op Zoom;255679
2020;Bergen op Zoom;278752
2021;Bergen op Zoom;307371
2022;Bergen op Zoom;321657
2023;Bergen op Zoom;338389
2024;Bergen op Zoom;360624
1995;Bergeyk;110449
1996;Bergeyk;132137
1997;Bergeyk;165003
1998;Bergeyk;184307
1999;Bergeyk;
2000;Bergeyk;
2001;Bergeyk;
2002;Bergeyk;
2003;Bergeyk;
2004;Bergeyk;
2005;Bergeyk;
2006;Bergeyk;
2007;Bergeyk;
2008;Bergeyk;
2009;Bergeyk;
2010;Bergeyk;
2011;Bergeyk;
2012;Bergeyk;
2013;Bergeyk;
2014;Bergeyk;
2015;Bergeyk;
2016;Bergeyk;
2017;Bergeyk;
2018;Bergeyk;
2019;Bergeyk;
2020;Bergeyk;
2021;Bergeyk;
2022;Bergeyk;
2023;Bergeyk;
2024;Bergeyk;
1995;Bergh;102922
1996;Bergh;112347
1997;Bergh;117995
1998;Bergh;131644
1999;Bergh;158819
2000;Bergh;177047
2001;Bergh;196947
2002;Bergh;206643
2003;Bergh;228080
2004;Bergh;223310
2005;Bergh;
2006;Bergh;
2007;Bergh;
2008;Bergh;
2009;Bergh;
2010;Bergh;
2011;Bergh;
2012;Bergh;
2013;Bergh;
2014;Bergh;
2015;Bergh;
2016;Bergh;
2017;Bergh;
2018;Bergh;
2019;Bergh;
2020;Bergh;
2021;Bergh;
2022;Bergh;
2023;Bergh;
2024;Bergh;
1995;Bergschenhoek;106392
1996;Bergschenhoek;134314
1997;Bergschenhoek;143680
1998;Bergschenhoek;154417
1999;Bergschenhoek;188695
2000;Bergschenhoek;210651
2001;Bergschenhoek;255696
2002;Bergschenhoek;250407
2003;Bergschenhoek;285216
2004;Bergschenhoek;319159
2005;Bergschenhoek;298224
2006;Bergschenhoek;323524
2007;Bergschenhoek;
2008;Bergschenhoek;
2009;Bergschenhoek;
2010;Bergschenhoek;
2011;Bergschenhoek;
2012;Bergschenhoek;
2013;Bergschenhoek;
2014;Bergschenhoek;
2015;Bergschenhoek;
2016;Bergschenhoek;
2017;Bergschenhoek;
2018;Bergschenhoek;
2019;Bergschenhoek;
2020;Bergschenhoek;
2021;Bergschenhoek;
2022;Bergschenhoek;
2023;Bergschenhoek;
2024;Bergschenhoek;
1995;Berkel en Rodenrijs;118377
1996;Berkel en Rodenrijs;127662
1997;Berkel en Rodenrijs;144208
1998;Berkel en Rodenrijs;138410
1999;Berkel en Rodenrijs;176287
2000;Berkel en Rodenrijs;195319
2001;Berkel en Rodenrijs;241945
2002;Berkel en Rodenrijs;237251
2003;Berkel en Rodenrijs;237631
2004;Berkel en Rodenrijs;239908
2005;Berkel en Rodenrijs;245242
2006;Berkel en Rodenrijs;269881
2007;Berkel en Rodenrijs;
2008;Berkel en Rodenrijs;
2009;Berkel en Rodenrijs;
2010;Berkel en Rodenrijs;
2011;Berkel en Rodenrijs;
2012;Berkel en Rodenrijs;
2013;Berkel en Rodenrijs;
2014;Berkel en Rodenrijs;
2015;Berkel en Rodenrijs;
2016;Berkel en Rodenrijs;
2017;Berkel en Rodenrijs;
2018;Berkel en Rodenrijs;
2019;Berkel en Rodenrijs;
2020;Berkel en Rodenrijs;
2021;Berkel en Rodenrijs;
2022;Berkel en Rodenrijs;
2023;Berkel en Rodenrijs;
2024;Berkel en Rodenrijs;
1995;Berkel-Enschot;119414
1996;Berkel-Enschot;130652
1997;Berkel-Enschot;
1998;Berkel-Enschot;
1999;Berkel-Enschot;
2000;Berkel-Enschot;
2001;Berkel-Enschot;
2002;Berkel-Enschot;
2003;Berkel-Enschot;
2004;Berkel-Enschot;
2005;Berkel-Enschot;
2006;Berkel-Enschot;
2007;Berkel-Enschot;
2008;Berkel-Enschot;
2009;Berkel-Enschot;
2010;Berkel-Enschot;
2011;Berkel-Enschot;
2012;Berkel-Enschot;
2013;Berkel-Enschot;
2014;Berkel-Enschot;
2015;Berkel-Enschot;
2016;Berkel-Enschot;
2017;Berkel-Enschot;
2018;Berkel-Enschot;
2019;Berkel-Enschot;
2020;Berkel-Enschot;
2021;Berkel-Enschot;
2022;Berkel-Enschot;
2023;Berkel-Enschot;
2024;Berkel-Enschot;
1995;Berkelland;
1996;Berkelland;
1997;Berkelland;
1998;Berkelland;
1999;Berkelland;
2000;Berkelland;
2001;Berkelland;
2002;Berkelland;
2003;Berkelland;
2004;Berkelland;
2005;Berkelland;225124
2006;Berkelland;230894
2007;Berkelland;253552
2008;Berkelland;245279
2009;Berkelland;230352
2010;Berkelland;223086
2011;Berkelland;225848
2012;Berkelland;218059
2013;Berkelland;197200
2014;Berkelland;191881
2015;Berkelland;209095
2016;Berkelland;221494
2017;Berkelland;234473
2018;Berkelland;249886
2019;Berkelland;265879
2020;Berkelland;302442
2021;Berkelland;339725
2022;Berkelland;365803
2023;Berkelland;401334
2024;Berkelland;400993
1995;Berlicum;139667
1996;Berlicum;
1997;Berlicum;
1998;Berlicum;
1999;Berlicum;
2000;Berlicum;
2001;Berlicum;
2002;Berlicum;
2003;Berlicum;
2004;Berlicum;
2005;Berlicum;
2006;Berlicum;
2007;Berlicum;
2008;Berlicum;
2009;Berlicum;
2010;Berlicum;
2011;Berlicum;
2012;Berlicum;
2013;Berlicum;
2014;Berlicum;
2015;Berlicum;
2016;Berlicum;
2017;Berlicum;
2018;Berlicum;
2019;Berlicum;
2020;Berlicum;
2021;Berlicum;
2022;Berlicum;
2023;Berlicum;
2024;Berlicum;
1995;Bernheze;111791
1996;Bernheze;126933
1997;Bernheze;149614
1998;Bernheze;170229
1999;Bernheze;184507
2000;Bernheze;221037
2001;Bernheze;254587
2002;Bernheze;265300
2003;Bernheze;283958
2004;Bernheze;289790
2005;Bernheze;293469
2006;Bernheze;304250
2007;Bernheze;345875
2008;Bernheze;346803
2009;Bernheze;311701
2010;Bernheze;318487
2011;Bernheze;274040
2012;Bernheze;270050
2013;Bernheze;241832
2014;Bernheze;248280
2015;Bernheze;262080
2016;Bernheze;264041
2017;Bernheze;292958
2018;Bernheze;312556
2019;Bernheze;327786
2020;Bernheze;368167
2021;Bernheze;425441
2022;Bernheze;475097
