"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Bevolkingsdichtheid (aantal inwoners per km²)"
"2003";"Gieten";""
"2004";"Gieten";""
"2005";"Gieten";""
"2006";"Gieten";""
"2007";"Gieten";""
"2008";"Gieten";""
"2009";"Gieten";""
"2010";"Gieten";""
"2011";"Gieten";""
"2012";"Gieten";""
"2013";"Gieten";""
"2014";"Gieten";""
"2015";"Gieten";""
"2016";"Gieten";""
"2017";"Gieten";""
"2018";"Gieten";""
"2019";"Gieten";""
"2020";"Gieten";""
"2021";"Gieten";""
"2022";"Gieten";""
"2023";"Gieten";""
"2024";"Gieten";""
"2025";"Gieten";""
"1995";"Gilze en Rijen";"     333"
"1996";"Gilze en Rijen";"     335"
"1997";"Gilze en Rijen";"     363"
"1998";"Gilze en Rijen";"     364"
"1999";"Gilze en Rijen";"     366"
"2000";"Gilze en Rijen";"     370"
"2001";"Gilze en Rijen";"     374"
"2002";"Gilze en Rijen";"     377"
"2003";"Gilze en Rijen";"     380"
"2004";"Gilze en Rijen";"     383"
"2005";"Gilze en Rijen";"     384"
"2006";"Gilze en Rijen";"     386"
"2007";"Gilze en Rijen";"     387"
"2008";"Gilze en Rijen";"     391"
"2009";"Gilze en Rijen";"     394"
"2010";"Gilze en Rijen";"     397"
"2011";"Gilze en Rijen";"     393"
"2012";"Gilze en Rijen";"     391"
"2013";"Gilze en Rijen";"     395"
"2014";"Gilze en Rijen";"     398"
"2015";"Gilze en Rijen";"     398"
"2016";"Gilze en Rijen";"     399"
"2017";"Gilze en Rijen";"     400"
"2018";"Gilze en Rijen";"     402"
"2019";"Gilze en Rijen";"     404"
"2020";"Gilze en Rijen";"     404"
"2021";"Gilze en Rijen";"     409"
"2022";"Gilze en Rijen";"     406"
"2023";"Gilze en Rijen";"     410"
"2024";"Gilze en Rijen";"     418"
"2025";"Gilze en Rijen";""
"1995";"Goedereede";"     151"
"1996";"Goedereede";"     152"
"1997";"Goedereede";"     152"
"1998";"Goedereede";"     154"
"1999";"Goedereede";"     155"
"2000";"Goedereede";"     156"
"2001";"Goedereede";"     157"
"2002";"Goedereede";"     158"
"2003";"Goedereede";"     161"
"2004";"Goedereede";"     162"
"2005";"Goedereede";"     163"
"2006";"Goedereede";"     163"
"2007";"Goedereede";"     164"
"2008";"Goedereede";"     163"
"2009";"Goedereede";"     162"
"2010";"Goedereede";"     161"
"2011";"Goedereede";"     160"
"2012";"Goedereede";"     160"
"2013";"Goedereede";""
"2014";"Goedereede";""
"2015";"Goedereede";""
"2016";"Goedereede";""
"2017";"Goedereede";""
"2018";"Goedereede";""
"2019";"Goedereede";""
"2020";"Goedereede";""
"2021";"Goedereede";""
"2022";"Goedereede";""
"2023";"Goedereede";""
"2024";"Goedereede";""
"2025";"Goedereede";""
"1995";"Goeree-Overflakkee";""
"1996";"Goeree-Overflakkee";""
"1997";"Goeree-Overflakkee";""
"1998";"Goeree-Overflakkee";""
"1999";"Goeree-Overflakkee";""
"2000";"Goeree-Overflakkee";""
"2001";"Goeree-Overflakkee";""
"2002";"Goeree-Overflakkee";""
"2003";"Goeree-Overflakkee";""
"2004";"Goeree-Overflakkee";""
"2005";"Goeree-Overflakkee";""
"2006";"Goeree-Overflakkee";""
"2007";"Goeree-Overflakkee";""
"2008";"Goeree-Overflakkee";""
"2009";"Goeree-Overflakkee";""
"2010";"Goeree-Overflakkee";""
"2011";"Goeree-Overflakkee";""
"2012";"Goeree-Overflakkee";""
"2013";"Goeree-Overflakkee";"     185"
"2014";"Goeree-Overflakkee";"     185"
"2015";"Goeree-Overflakkee";"     185"
"2016";"Goeree-Overflakkee";"     184"
"2017";"Goeree-Overflakkee";"     186"
"2018";"Goeree-Overflakkee";"     189"
"2019";"Goeree-Overflakkee";"     190"
"2020";"Goeree-Overflakkee";"     192"
"2021";"Goeree-Overflakkee";"     194"
"2022";"Goeree-Overflakkee";"     195"
"2023";"Goeree-Overflakkee";"     197"
"2024";"Goeree-Overflakkee";"     198"
"2025";"Goeree-Overflakkee";""
"1995";"Goes";"     358"
"1996";"Goes";"     362"
"1997";"Goes";"     367"
"1998";"Goes";"     374"
"1999";"Goes";"     379"
"2000";"Goes";"     385"
"2001";"Goes";"     387"
"2002";"Goes";"     388"
"2003";"Goes";"     390"
"2004";"Goes";"     394"
"2005";"Goes";"     396"
"2006";"Goes";"     395"
"2007";"Goes";"     394"
"2008";"Goes";"     395"
"2009";"Goes";"     396"
"2010";"Goes";"     395"
"2011";"Goes";"     396"
"2012";"Goes";"     398"
"2013";"Goes";"     399"
"2014";"Goes";"     399"
"2015";"Goes";"     401"
"2016";"Goes";"     402"
"2017";"Goes";"     403"
"2018";"Goes";"     407"
"2019";"Goes";"     407"
"2020";"Goes";"     411"
"2021";"Goes";"     417"
"2022";"Goes";"     421"
"2023";"Goes";"     426"
"2024";"Goes";"     429"
"2025";"Goes";""
"1995";"Goirle";"     748"
"1996";"Goirle";"     762"
"1997";"Goirle";"     525"
"1998";"Goirle";"     526"
"1999";"Goirle";"     530"
"2000";"Goirle";"     530"
"2001";"Goirle";"     532"
"2002";"Goirle";"     535"
"2003";"Goirle";"     535"
"2004";"Goirle";"     537"
"2005";"Goirle";"     533"
"2006";"Goirle";"     527"
"2007";"Goirle";"     525"
"2008";"Goirle";"     531"
"2009";"Goirle";"     535"
"2010";"Goirle";"     542"
"2011";"Goirle";"     542"
"2012";"Goirle";"     542"
"2013";"Goirle";"     545"
"2014";"Goirle";"     549"
"2015";"Goirle";"     547"
"2016";"Goirle";"     549"
"2017";"Goirle";"     554"
"2018";"Goirle";"     549"
"2019";"Goirle";"     553"
"2020";"Goirle";"     556"
"2021";"Goirle";"     557"
"2022";"Goirle";"     558"
"2023";"Goirle";"     563"
"2024";"Goirle";"     566"
"2025";"Goirle";""
"1995";"Gooise Meren";""
"1996";"Gooise Meren";""
"1997";"Gooise Meren";""
"1998";"Gooise Meren";""
"1999";"Gooise Meren";""
"2000";"Gooise Meren";""
"2001";"Gooise Meren";""
"2002";"Gooise Meren";""
"2003";"Gooise Meren";""
"2004";"Gooise Meren";""
"2005";"Gooise Meren";""
"2006";"Gooise Meren";""
"2007";"Gooise Meren";""
"2008";"Gooise Meren";""
"2009";"Gooise Meren";""
"2010";"Gooise Meren";""
"2011";"Gooise Meren";""
"2012";"Gooise Meren";""
"2013";"Gooise Meren";""
"2014";"Gooise Meren";""
"2015";"Gooise Meren";""
"2016";"Gooise Meren";"    1363"
"2017";"Gooise Meren";"    1368"
"2018";"Gooise Meren";"    1378"
"2019";"Gooise Meren";"    1388"
"2020";"Gooise Meren";"    1396"
"2021";"Gooise Meren";"    1407"
"2022";"Gooise Meren";"    1419"
"2023";"Gooise Meren";"    1456"
"2024";"Gooise Meren";"    1457"
"2025";"Gooise Meren";""
"1995";"Goor";"    1560"
"1996";"Goor";"    1310"
"1997";"Goor";"    1316"
"1998";"Goor";"    1315"
"1999";"Goor";"    1315"
"2000";"Goor";"    1318"
"2001";"Goor";""
"2002";"Goor";""
"2003";"Goor";""
"2004";"Goor";""
"2005";"Goor";""
"2006";"Goor";""
"2007";"Goor";""
"2008";"Goor";""
"2009";"Goor";""
"2010";"Goor";""
"2011";"Goor";""
"2012";"Goor";""
"2013";"Goor";""
"2014";"Goor";""
"2015";"Goor";""
"2016";"Goor";""
"2017";"Goor";""
"2018";"Goor";""
"2019";"Goor";""
"2020";"Goor";""
"2021";"Goor";""
"2022";"Goor";""
"2023";"Goor";""
"2024";"Goor";""
"2025";"Goor";""
"1995";"Gorinchem";"    1669"
"1996";"Gorinchem";"    1689"
"1997";"Gorinchem";"    1715"
"1998";"Gorinchem";"    1720"
"1999";"Gorinchem";"    1751"
"2000";"Gorinchem";"    1763"
"2001";"Gorinchem";"    1783"
"2002";"Gorinchem";"    1801"
"2003";"Gorinchem";"    1820"
"2004";"Gorinchem";"    1826"
"2005";"Gorinchem";"    1812"
"2006";"Gorinchem";"    1807"
"2007";"Gorinchem";"    1809"
"2008";"Gorinchem";"    1819"
"2009";"Gorinchem";"    1827"
"2010";"Gorinchem";"    1832"
"2011";"Gorinchem";"    1845"
"2012";"Gorinchem";"    1855"
"2013";"Gorinchem";"    1861"
"2014";"Gorinchem";"    1867"
"2015";"Gorinchem";"    1872"
"2016";"Gorinchem";"    1868"
"2017";"Gorinchem";"    1894"
"2018";"Gorinchem";"    1927"
"2019";"Gorinchem";"    1948"
"2020";"Gorinchem";"    1966"
"2021";"Gorinchem";"    1987"
"2022";"Gorinchem";"    2011"
"2023";"Gorinchem";"    2055"
"2024";"Gorinchem";"    2066"
"2025";"Gorinchem";""
"1995";"Gorssel";"     152"
"1996";"Gorssel";"     153"
"1997";"Gorssel";"     152"
"1998";"Gorssel";"     151"
"1999";"Gorssel";"     150"
"2000";"Gorssel";"     154"
"2001";"Gorssel";"     155"
"2002";"Gorssel";"     155"
"2003";"Gorssel";"     155"
"2004";"Gorssel";"     156"
"2005";"Gorssel";""
"2006";"Gorssel";""
"2007";"Gorssel";""
"2008";"Gorssel";""
"2009";"Gorssel";""
"2010";"Gorssel";""
"2011";"Gorssel";""
"2012";"Gorssel";""
"2013";"Gorssel";""
"2014";"Gorssel";""
"2015";"Gorssel";""
"2016";"Gorssel";""
"2017";"Gorssel";""
"2018";"Gorssel";""
"2019";"Gorssel";""
"2020";"Gorssel";""
"2021";"Gorssel";""
"2022";"Gorssel";""
"2023";"Gorssel";""
"2024";"Gorssel";""
"2025";"Gorssel";""
"1995";"Gouda";"    4568"
"1996";"Gouda";"    4164"
"1997";"Gouda";"    4190"
"1998";"Gouda";"    4194"
"1999";"Gouda";"    4196"
"2000";"Gouda";"    4233"
"2001";"Gouda";"    4225"
"2002";"Gouda";"    4219"
"2003";"Gouda";"    4235"
"2004";"Gouda";"    4244"
"2005";"Gouda";"    4243"
"2006";"Gouda";"    4223"
"2007";"Gouda";"    4198"
"2008";"Gouda";"    4192"
"2009";"Gouda";"    4201"
"2010";"Gouda";"    4218"
"2011";"Gouda";"    4214"
"2012";"Gouda";"    4225"
"2013";"Gouda";"    4210"
"2014";"Gouda";"    4212"
"2015";"Gouda";"    4222"
"2016";"Gouda";"    4232"
"2017";"Gouda";"    4266"
"2018";"Gouda";"    4405"
"2019";"Gouda";"    4434"
"2020";"Gouda";"    4449"
"2021";"Gouda";"    4464"
"2022";"Gouda";"    4491"
"2023";"Gouda";"    4565"
"2024";"Gouda";"    4592"
"2025";"Gouda";""
"1995";"Graafstroom";"     143"
"1996";"Graafstroom";"     143"
"1997";"Graafstroom";"     144"
"1998";"Graafstroom";"     143"
"1999";"Graafstroom";"     144"
"2000";"Graafstroom";"     144"
"2001";"Graafstroom";"     145"
"2002";"Graafstroom";"     145"
"2003";"Graafstroom";"     144"
"2004";"Graafstroom";"     144"
"2005";"Graafstroom";"     144"
"2006";"Graafstroom";"     145"
"2007";"Graafstroom";"     146"
"2008";"Graafstroom";"     146"
"2009";"Graafstroom";"     147"
"2010";"Graafstroom";"     146"
"2011";"Graafstroom";"     147"
"2012";"Graafstroom";"     146"
"2013";"Graafstroom";""
"2014";"Graafstroom";""
"2015";"Graafstroom";""
"2016";"Graafstroom";""
"2017";"Graafstroom";""
"2018";"Graafstroom";""
"2019";"Graafstroom";""
"2020";"Graafstroom";""
"2021";"Graafstroom";""
"2022";"Graafstroom";""
"2023";"Graafstroom";""
"2024";"Graafstroom";""
"2025";"Graafstroom";""
"1995";"Graft-De Rijp";"     304"
"1996";"Graft-De Rijp";"     306"
"1997";"Graft-De Rijp";"     306"
"1998";"Graft-De Rijp";"     310"
"1999";"Graft-De Rijp";"     313"
"2000";"Graft-De Rijp";"     316"
"2001";"Graft-De Rijp";"     321"
"2002";"Graft-De Rijp";"     320"
"2003";"Graft-De Rijp";"     316"
"2004";"Graft-De Rijp";"     323"
"2005";"Graft-De Rijp";"     325"
"2006";"Graft-De Rijp";"     327"
"2007";"Graft-De Rijp";"     327"
"2008";"Graft-De Rijp";"     325"
"2009";"Graft-De Rijp";"     323"
"2010";"Graft-De Rijp";"     324"
"2011";"Graft-De Rijp";"     324"
"2012";"Graft-De Rijp";"     321"
"2013";"Graft-De Rijp";"     322"
"2014";"Graft-De Rijp";"     324"
"2015";"Graft-De Rijp";""
"2016";"Graft-De Rijp";""
"2017";"Graft-De Rijp";""
"2018";"Graft-De Rijp";""
"2019";"Graft-De Rijp";""
"2020";"Graft-De Rijp";""
"2021";"Graft-De Rijp";""
"2022";"Graft-De Rijp";""
"2023";"Graft-De Rijp";""
"2024";"Graft-De Rijp";""
"2025";"Graft-De Rijp";""
"1995";"Gramsbergen";"     108"
"1996";"Gramsbergen";"     108"
"1997";"Gramsbergen";"     109"
"1998";"Gramsbergen";"     110"
"1999";"Gramsbergen";"     112"
"2000";"Gramsbergen";"     112"
"2001";"Gramsbergen";""
"2002";"Gramsbergen";""
"2003";"Gramsbergen";""
"2004";"Gramsbergen";""
"2005";"Gramsbergen";""
"2006";"Gramsbergen";""
"2007";"Gramsbergen";""
"2008";"Gramsbergen";""
"2009";"Gramsbergen";""
"2010";"Gramsbergen";""
"2011";"Gramsbergen";""
"2012";"Gramsbergen";""
"2013";"Gramsbergen";""
"2014";"Gramsbergen";""
"2015";"Gramsbergen";""
"2016";"Gramsbergen";""
"2017";"Gramsbergen";""
"2018";"Gramsbergen";""
"2019";"Gramsbergen";""
"2020";"Gramsbergen";""
"2021";"Gramsbergen";""
"2022";"Gramsbergen";""
"2023";"Gramsbergen";""
"2024";"Gramsbergen";""
"2025";"Gramsbergen";""
"1995";"Grave";"     443"
"1996";"Grave";"     445"
"1997";"Grave";"     450"
"1998";"Grave";"     459"
"1999";"Grave";"     463"
"2000";"Grave";"     461"
"2001";"Grave";"     463"
"2002";"Grave";"     468"
"2003";"Grave";"     468"
"2004";"Grave";"     473"
"2005";"Grave";"     473"
"2006";"Grave";"     473"
"2007";"Grave";"     471"
"2008";"Grave";"     467"
"2009";"Grave";"     466"
"2010";"Grave";"     475"
"2011";"Grave";"     479"
"2012";"Grave";"     471"
"2013";"Grave";"     468"
"2014";"Grave";"     467"
"2015";"Grave";"     472"
"2016";"Grave";"     465"
"2017";"Grave";"     455"
"2018";"Grave";"     457"
"2019";"Grave";"     459"
"2020";"Grave";"     457"
"2021";"Grave";"     459"
"2022";"Grave";""
"2023";"Grave";""
"2024";"Grave";""
"2025";"Grave";""
"1995";"'s-Graveland";"     429"
"1996";"'s-Graveland";"     434"
"1997";"'s-Graveland";"     436"
"1998";"'s-Graveland";"     434"
"1999";"'s-Graveland";"     431"
"2000";"'s-Graveland";"     427"
"2001";"'s-Graveland";"     427"
"2002";"'s-Graveland";""
"2003";"'s-Graveland";""
"2004";"'s-Graveland";""
"2005";"'s-Graveland";""
"2006";"'s-Graveland";""
"2007";"'s-Graveland";""
"2008";"'s-Graveland";""
"2009";"'s-Graveland";""
"2010";"'s-Graveland";""
"2011";"'s-Graveland";""
"2012";"'s-Graveland";""
"2013";"'s-Graveland";""
"2014";"'s-Graveland";""
"2015";"'s-Graveland";""
"2016";"'s-Graveland";""
"2017";"'s-Graveland";""
"2018";"'s-Graveland";""
"2019";"'s-Graveland";""
"2020";"'s-Graveland";""
"2021";"'s-Graveland";""
"2022";"'s-Graveland";""
"2023";"'s-Graveland";""
"2024";"'s-Graveland";""
"2025";"'s-Graveland";""
"1995";"'s-Gravendeel";"     453"
"1996";"'s-Gravendeel";"     453"
"1997";"'s-Gravendeel";"     457"
"1998";"'s-Gravendeel";"     455"
"1999";"'s-Gravendeel";"     456"
"2000";"'s-Gravendeel";"     458"
"2001";"'s-Gravendeel";"     459"
"2002";"'s-Gravendeel";"     461"
"2003";"'s-Gravendeel";"     471"
"2004";"'s-Gravendeel";"     469"
"2005";"'s-Gravendeel";"     472"
"2006";"'s-Gravendeel";"     474"
"2007";"'s-Gravendeel";""
"2008";"'s-Gravendeel";""
"2009";"'s-Gravendeel";""
"2010";"'s-Gravendeel";""
"2011";"'s-Gravendeel";""
"2012";"'s-Gravendeel";""
"2013";"'s-Gravendeel";""
"2014";"'s-Gravendeel";""
"2015";"'s-Gravendeel";""
"2016";"'s-Gravendeel";""
"2017";"'s-Gravendeel";""
"2018";"'s-Gravendeel";""
"2019";"'s-Gravendeel";""
"2020";"'s-Gravendeel";""
"2021";"'s-Gravendeel";""
"2022";"'s-Gravendeel";""
"2023";"'s-Gravendeel";""
"2024";"'s-Gravendeel";""
"2025";"'s-Gravendeel";""
"1995";"'s-Gravenhage (gemeente)";"    6462"
"1996";"'s-Gravenhage (gemeente)";"    6467"
"1997";"'s-Gravenhage (gemeente)";"    6513"
"1998";"'s-Gravenhage (gemeente)";"    6522"
"1999";"'s-Gravenhage (gemeente)";"    6492"
"2000";"'s-Gravenhage (gemeente)";"    6494"
"2001";"'s-Gravenhage (gemeente)";"    6513"
"2002";"'s-Gravenhage (gemeente)";"    5511"
"2003";"'s-Gravenhage (gemeente)";"    5610"
"2004";"'s-Gravenhage (gemeente)";"    5674"
"2005";"'s-Gravenhage (gemeente)";"    5711"
"2006";"'s-Gravenhage (gemeente)";"    5770"
"2007";"'s-Gravenhage (gemeente)";"    5749"
"2008";"'s-Gravenhage (gemeente)";"    5771"
"2009";"'s-Gravenhage (gemeente)";"    5885"
"2010";"'s-Gravenhage (gemeente)";"    5967"
"2011";"'s-Gravenhage (gemeente)";"    6046"
"2012";"'s-Gravenhage (gemeente)";"    6131"
"2013";"'s-Gravenhage (gemeente)";"    6179"
"2014";"'s-Gravenhage (gemeente)";"    6216"
"2015";"'s-Gravenhage (gemeente)";"    6289"
"2016";"'s-Gravenhage (gemeente)";"    6288"
"2017";"'s-Gravenhage (gemeente)";"    6347"
"2018";"'s-Gravenhage (gemeente)";"    6459"
"2019";"'s-Gravenhage (gemeente)";"    6523"
"2020";"'s-Gravenhage (gemeente)";"    6620"
"2021";"'s-Gravenhage (gemeente)";"    6650"
"2022";"'s-Gravenhage (gemeente)";"    6712"
"2023";"'s-Gravenhage (gemeente)";"    6827"
"2024";"'s-Gravenhage (gemeente)";"    6868"
"2025";"'s-Gravenhage (gemeente)";""
"1995";"'s-Gravenmoer";"     424"
"1996";"'s-Gravenmoer";"     427"
"1997";"'s-Gravenmoer";""
"1998";"'s-Gravenmoer";""
"1999";"'s-Gravenmoer";""
"2000";"'s-Gravenmoer";""
"2001";"'s-Gravenmoer";""
"2002";"'s-Gravenmoer";""
"2003";"'s-Gravenmoer";""
"2004";"'s-Gravenmoer";""
"2005";"'s-Gravenmoer";""
"2006";"'s-Gravenmoer";""
"2007";"'s-Gravenmoer";""
"2008";"'s-Gravenmoer";""
"2009";"'s-Gravenmoer";""
"2010";"'s-Gravenmoer";""
"2011";"'s-Gravenmoer";""
"2012";"'s-Gravenmoer";""
"2013";"'s-Gravenmoer";""
"2014";"'s-Gravenmoer";""
"2015";"'s-Gravenmoer";""
"2016";"'s-Gravenmoer";""
"2017";"'s-Gravenmoer";""
"2018";"'s-Gravenmoer";""
"2019";"'s-Gravenmoer";""
"2020";"'s-Gravenmoer";""
"2021";"'s-Gravenmoer";""
"2022";"'s-Gravenmoer";""
"2023";"'s-Gravenmoer";""
"2024";"'s-Gravenmoer";""
"2025";"'s-Gravenmoer";""
"1995";"'s-Gravenzande";"    1099"
"1996";"'s-Gravenzande";"    1093"
"1997";"'s-Gravenzande";"    1091"
"1998";"'s-Gravenzande";"    1086"
"1999";"'s-Gravenzande";"    1098"
"2000";"'s-Gravenzande";"    1108"
"2001";"'s-Gravenzande";"    1109"
"2002";"'s-Gravenzande";"    1123"
"2003";"'s-Gravenzande";"    1129"
"2004";"'s-Gravenzande";""
"2005";"'s-Gravenzande";""
"2006";"'s-Gravenzande";""
"2007";"'s-Gravenzande";""
"2008";"'s-Gravenzande";""
"2009";"'s-Gravenzande";""
"2010";"'s-Gravenzande";""
"2011";"'s-Gravenzande";""
"2012";"'s-Gravenzande";""
"2013";"'s-Gravenzande";""
"2014";"'s-Gravenzande";""
"2015";"'s-Gravenzande";""
"2016";"'s-Gravenzande";""
"2017";"'s-Gravenzande";""
"2018";"'s-Gravenzande";""
"2019";"'s-Gravenzande";""
"2020";"'s-Gravenzande";""
"2021";"'s-Gravenzande";""
"2022";"'s-Gravenzande";""
"2023";"'s-Gravenzande";""
"2024";"'s-Gravenzande";""
"2025";"'s-Gravenzande";""
"1995";"Groenlo";"     970"
"1996";"Groenlo";"     972"
"1997";"Groenlo";"     982"
"1998";"Groenlo";"     982"
"1999";"Groenlo";"     978"
"2000";"Groenlo";"     972"
"2001";"Groenlo";"     976"
"2002";"Groenlo";"    1007"
"2003";"Groenlo";"    1023"
"2004";"Groenlo";"    1015"
"2005";"Groenlo";"     277"
"2006";"Groenlo";"     274"
"2007";"Groenlo";""
"2008";"Groenlo";""
"2009";"Groenlo";""
"2010";"Groenlo";""
"2011";"Groenlo";""
"2012";"Groenlo";""
"2013";"Groenlo";""
"2014";"Groenlo";""
"2015";"Groenlo";""
"2016";"Groenlo";""
"2017";"Groenlo";""
"2018";"Groenlo";""
"2019";"Groenlo";""
"2020";"Groenlo";""
"2021";"Groenlo";""
"2022";"Groenlo";""
"2023";"Groenlo";""
"2024";"Groenlo";""
"2025";"Groenlo";""
"1995";"Groesbeek";"     424"
"1996";"Groesbeek";"     428"
"1997";"Groesbeek";"     433"
"1998";"Groesbeek";"     435"
"1999";"Groesbeek";"     437"
"2000";"Groesbeek";"     434"
"2001";"Groesbeek";"     439"
"2002";"Groesbeek";"     432"
"2003";"Groesbeek";"     429"
"2004";"Groesbeek";"     427"
"2005";"Groesbeek";"     425"
"2006";"Groesbeek";"     427"
"2007";"Groesbeek";"     429"
"2008";"Groesbeek";"     430"
"2009";"Groesbeek";"     430"
"2010";"Groesbeek";"     429"
"2011";"Groesbeek";"     428"
"2012";"Groesbeek";"     428"
"2013";"Groesbeek";"     431"
"2014";"Groesbeek";"     430"
"2015";"Groesbeek";"     396"
"2016";"Groesbeek";""
"2017";"Groesbeek";""
"2018";"Groesbeek";""
"2019";"Groesbeek";""
"2020";"Groesbeek";""
"2021";"Groesbeek";""
"2022";"Groesbeek";""
"2023";"Groesbeek";""
"2024";"Groesbeek";""
"2025";"Groesbeek";""
"1995";"Groningen (gemeente)";"    2140"
"1996";"Groningen (gemeente)";"    2127"
"1997";"Groningen (gemeente)";"    2124"
"1998";"Groningen (gemeente)";"    2103"
"1999";"Groningen (gemeente)";"    2134"
"2000";"Groningen (gemeente)";"    2160"
"2001";"Groningen (gemeente)";"    2174"
"2002";"Groningen (gemeente)";"    2190"
"2003";"Groningen (gemeente)";"    2226"
"2004";"Groningen (gemeente)";"    2251"
"2005";"Groningen (gemeente)";"    2269"
"2006";"Groningen (gemeente)";"    2315"
"2007";"Groningen (gemeente)";"    2327"
"2008";"Groningen (gemeente)";"    2338"
"2009";"Groningen (gemeente)";"    2353"
"2010";"Groningen (gemeente)";"    2393"
"2011";"Groningen (gemeente)";"    2434"
"2012";"Groningen (gemeente)";"    2474"
"2013";"Groningen (gemeente)";"    2497"
"2014";"Groningen (gemeente)";"    2534"
"2015";"Groningen (gemeente)";"    2559"
"2016";"Groningen (gemeente)";"    2549"
"2017";"Groningen (gemeente)";"    2125"
"2018";"Groningen (gemeente)";"    2137"
"2019";"Groningen (gemeente)";"    1246"
