"Perioden";"Regio's";"Inkomen en vermogen/Particuliere huishoudens excl. studenten (x 1 000)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Woningbezit: huurwoning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Woningbezit: huurwoning (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Woningbezit: huurwoning (1 000 euro)"
"2022";"Hardenberg";"    24.8";"    53.1";"    28.7";"    47.2";"    51.4";"    75.3";"    58.4";"    86.2";"    35.0";"    61.6";"    31.7";"    35.0";"    28.8";"    31.1";"    36.8";"    38.9";"    36.3";"    51.7";"    28.0";"    39.1";"    24.6";"   173.8";"    43.7";"    66.9";"   252.0";"   200.2";"   144.9";"   404.5";"   207.6";"   260.5";"     7.1"
"2023";"Hardenberg";"    25.3";"    56.5";"    30.1";"       .";"    54.8";"    81.2";"    63.0";"       .";"    37.4";"    65.7";"    34.2";"    37.2";"    30.2";"       .";"    39.3";"    41.9";"    39.2";"       .";"    29.8";"    41.6";"    26.6";"   166.5";"    40.0";"    50.4";"   247.2";"   193.8";"   132.8";"   418.2";"   201.3";"   253.0";"     7.5"
"2024";"Hardenberg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Hardenberg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Harderwijk";"    18.5";"    38.3";"    22.1";"    30.7";"    39.9";"    52.0";"    41.6";"    62.7";"    27.6";"    46.8";"    25.5";"    26.1";"    22.2";"    20.9";"    29.1";"    27.7";"    26.9";"    38.6";"    22.1";"    30.5";"    19.5";"    36.6";"    15.0";"     8.3";"    80.5";"    56.6";"    25.1";"   150.1";"    42.3";"   134.2";"     3.9"
"2012";"Harderwijk";"    18.7";"    38.0";"    22.1";"    30.1";"    40.8";"    51.0";"    41.6";"    58.2";"    28.1";"    46.7";"    25.2";"    26.0";"    22.1";"    20.5";"    29.8";"    27.2";"    27.0";"    36.2";"    22.4";"    30.6";"    19.4";"    28.4";"    11.7";"     6.8";"    75.9";"    40.3";"    16.9";"   123.5";"    39.4";"   117.9";"     3.5"
"2013";"Harderwijk";"    18.9";"    37.9";"    22.0";"    30.4";"    40.6";"    51.2";"    42.7";"    53.6";"    27.4";"    46.6";"    25.1";"    26.0";"    22.0";"    20.7";"    29.6";"    27.3";"    27.6";"    33.3";"    21.9";"    30.5";"    19.2";"    19.9";"     9.7";"     3.6";"    63.3";"    19.7";"     8.0";"    92.6";"    36.1";"    92.5";"     2.8"
"2014";"Harderwijk";"    18.8";"    40.5";"    23.3";"    32.3";"    43.5";"    54.7";"    44.2";"    64.9";"    30.1";"    50.2";"    26.0";"    27.7";"    23.3";"    21.8";"    31.8";"    29.2";"    28.5";"    40.5";"    23.9";"    33.0";"    19.9";"    20.0";"     9.0";"     3.7";"    67.6";"    18.6";"     8.6";"    88.3";"    36.3";"    94.2";"     2.5"
"2015";"Harderwijk";"    19.0";"    39.9";"    22.9";"    32.2";"    42.6";"    54.3";"    44.9";"    58.8";"    28.5";"    49.2";"    25.9";"    27.3";"    22.9";"    21.8";"    31.2";"    29.0";"    29.0";"    36.9";"    22.8";"    32.3";"    19.9";"    25.0";"    11.4";"     5.4";"    84.1";"    25.4";"    14.3";"    94.1";"    39.2";"   107.2";"     3.2"
"2016";"Harderwijk";"    19.2";"    41.5";"    23.7";"    33.7";"    43.7";"    57.8";"    46.8";"    62.6";"    29.1";"    51.5";"    26.6";"    28.4";"    23.7";"    22.8";"    32.0";"    30.8";"    30.3";"    38.8";"    23.4";"    33.8";"    20.5";"    29.3";"    12.2";"     6.0";"    91.9";"    35.8";"    19.9";"    95.9";"    40.5";"   119.6";"     3.0"
"2017";"Harderwijk";"    19.5";"    42.3";"    24.1";"    34.8";"    44.9";"    59.3";"    47.3";"    64.8";"    30.3";"    52.8";"    26.9";"    29.0";"    24.1";"    23.6";"    32.9";"    31.6";"    30.6";"    39.9";"    24.4";"    34.7";"    20.7";"    38.8";"    14.3";"     6.7";"   110.0";"    52.4";"    30.1";"   125.4";"    46.4";"   136.1";"     3.0"
"2018";"Harderwijk";"    19.6";"    43.9";"    24.5";"    35.8";"    45.9";"    63.0";"    48.6";"    71.6";"    30.5";"    54.9";"    27.6";"    29.7";"    24.6";"    24.1";"    32.9";"    33.0";"    31.1";"    43.6";"    24.3";"    35.4";"    21.1";"    50.3";"    15.1";"     8.6";"   128.4";"    69.7";"    41.8";"   141.0";"    52.9";"   154.9";"     3.1"
"2019";"Harderwijk";"    20.0";"    47.1";"    26.0";"    37.6";"    50.3";"    67.3";"    51.0";"    80.1";"    33.1";"    59.1";"    29.0";"    31.8";"    26.0";"    25.3";"    36.0";"    35.2";"    32.6";"    49.4";"    26.2";"    38.2";"    22.1";"    63.5";"    17.3";"    12.7";"   145.7";"    85.8";"    53.9";"   169.7";"    64.4";"   172.4";"     3.3"
"2020";"Harderwijk";"    20.4";"    48.1";"    26.5";"    39.8";"    50.5";"    69.4";"    53.5";"    78.1";"    32.8";"    59.8";"    30.3";"    32.4";"    26.5";"    26.8";"    36.1";"    36.3";"    34.1";"    48.3";"    26.0";"    38.6";"    23.1";"    76.0";"    18.8";"    16.4";"   160.3";"   100.4";"    66.5";"   196.4";"    73.0";"   190.4";"     3.6"
"2021";"Harderwijk";"    20.6";"    49.7";"    27.5";"    41.5";"    52.3";"    72.3";"    55.8";"    77.1";"    33.7";"    61.9";"    31.5";"    33.7";"    27.5";"    28.0";"    37.5";"    37.8";"    35.7";"    48.0";"    27.0";"    40.0";"    24.1";"   103.7";"    23.2";"    20.9";"   195.4";"   139.0";"    93.2";"   238.6";"    93.9";"   229.3";"     4.9"
"2022";"Harderwijk";"    20.7";"    52.6";"    29.1";"    44.2";"    54.4";"    77.9";"    58.9";"    79.5";"    36.0";"    65.4";"    33.4";"    35.6";"    29.2";"    29.7";"    38.9";"    40.7";"    37.7";"    49.6";"    28.6";"    42.2";"    25.6";"   166.8";"    25.5";"    23.7";"   268.5";"   221.4";"   156.7";"   324.2";"   134.5";"   313.1";"     5.4"
"2023";"Harderwijk";"    20.8";"    57.3";"    31.1";"       .";"    59.6";"    85.0";"    63.7";"       .";"    38.3";"    71.3";"    36.3";"    38.7";"    31.2";"       .";"    42.7";"    44.3";"    40.7";"       .";"    30.8";"    45.9";"    27.9";"   182.4";"    26.2";"    24.0";"   290.6";"   244.7";"   170.8";"   342.2";"   141.3";"   335.7";"     6.0"
"2024";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Harderwijk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Hardinxveld-Giessendam";"     6.7";"    42.3";"    21.7";"    35.4";"    39.2";"    58.6";"    45.7";"    63.7";"    29.8";"    51.3";"    26.4";"    27.4";"    21.7";"    23.9";"    28.7";"    30.3";"    28.1";"    37.6";"    22.9";"    31.6";"    20.0";"   100.3";"    29.4";"    38.9";"   126.8";"   143.2";"    83.9";"   240.6";"    85.2";"   201.4";"    15.6"
"2012";"Hardinxveld-Giessendam";"     6.8";"    40.9";"    21.8";"    33.5";"    39.2";"    55.7";"    45.0";"    65.0";"    26.9";"    49.5";"    26.0";"    26.7";"    21.9";"    22.5";"    28.6";"    28.9";"    27.9";"    38.0";"    21.5";"    30.8";"    19.8";"    83.9";"    26.7";"    26.1";"   117.8";"   120.7";"    67.2";"   221.4";"    79.1";"   187.3";"    14.5"
"2013";"Hardinxveld-Giessendam";"     6.8";"    40.7";"    22.7";"    34.0";"    38.8";"    55.3";"    45.5";"    62.7";"    26.9";"    49.3";"    26.0";"    26.8";"    22.7";"    23.0";"    28.3";"    28.6";"    28.3";"    36.5";"    21.5";"    30.8";"    19.9";"    66.0";"    24.5";"    21.0";"   113.9";"    86.9";"    45.3";"   187.1";"    81.1";"   158.3";"    13.0"
"2014";"Hardinxveld-Giessendam";"     6.8";"    44.3";"    23.1";"    34.5";"    43.5";"    60.1";"    46.4";"    76.9";"    30.9";"    54.1";"    26.8";"    28.9";"    23.1";"    23.3";"    31.8";"    31.2";"    28.8";"    45.0";"    24.2";"    33.8";"    20.4";"    68.0";"    24.9";"    22.9";"   118.9";"    84.0";"    45.3";"   169.2";"    92.2";"   158.6";"    12.7"
"2015";"Hardinxveld-Giessendam";"     6.8";"    42.0";"    22.9";"    34.9";"    40.4";"    56.9";"    47.6";"    59.6";"    27.8";"    50.4";"    26.6";"    27.6";"    22.9";"    23.8";"    29.6";"    29.6";"    29.6";"    35.2";"    22.2";"    31.6";"    20.5";"    71.8";"    25.7";"    24.9";"   121.3";"    92.1";"    52.6";"   157.1";"    88.2";"   163.1";"    14.6"
"2016";"Hardinxveld-Giessendam";"     6.9";"    44.4";"    23.3";"    37.8";"    42.6";"    61.1";"    49.6";"    67.8";"    28.7";"    53.8";"    27.1";"    29.1";"    23.4";"    25.7";"    31.2";"    31.7";"    30.8";"    39.8";"    22.9";"    33.5";"    20.9";"    74.4";"    23.4";"    18.3";"   126.3";"    93.9";"    51.2";"   162.6";"    95.7";"   168.3";"    13.4"
"2017";"Hardinxveld-Giessendam";"     6.9";"    45.7";"    24.1";"    38.1";"    44.0";"    63.1";"    50.3";"    73.1";"    30.0";"    55.6";"    27.1";"    30.0";"    24.1";"    26.0";"    32.1";"    32.8";"    31.3";"    42.6";"    24.0";"    34.7";"    21.1";"    82.5";"    25.0";"    27.0";"   141.9";"   103.8";"    60.9";"   186.2";"    97.8";"   178.2";"    12.9"
"2018";"Hardinxveld-Giessendam";"     6.9";"    46.6";"    24.4";"    38.3";"    43.5";"    65.7";"    51.6";"    73.2";"    29.5";"    56.2";"    27.5";"    30.1";"    24.4";"    26.0";"    31.2";"    33.6";"    31.7";"    42.0";"    23.4";"    34.5";"    21.3";"    89.8";"    26.3";"    31.3";"   153.9";"   116.4";"    71.2";"   209.9";"   103.1";"   185.9";"    12.5"
"2019";"Hardinxveld-Giessendam";"     7.0";"    51.6";"    26.6";"    42.6";"    47.7";"    74.0";"    54.1";"    90.5";"    34.2";"    62.7";"    29.3";"    33.2";"    26.6";"    28.1";"    34.1";"    37.8";"    33.3";"    52.4";"    26.5";"    38.5";"    22.6";"   103.5";"    29.6";"    32.5";"   162.5";"   133.0";"    84.4";"   235.5";"   115.7";"   200.7";"    12.9"
"2020";"Hardinxveld-Giessendam";"     7.1";"    51.3";"    26.6";"    42.0";"    47.6";"    73.5";"    57.3";"    81.5";"    31.6";"    61.9";"    29.7";"    33.0";"    26.6";"    27.8";"    34.0";"    37.5";"    35.0";"    47.2";"    25.0";"    38.0";"    22.9";"   117.3";"    35.6";"    25.9";"   175.3";"   144.6";"    97.6";"   275.9";"   120.3";"   217.0";"    12.4"
"2021";"Hardinxveld-Giessendam";"     7.2";"    53.5";"    27.9";"    42.6";"    49.8";"    76.3";"    60.4";"    81.6";"    33.4";"    64.6";"    30.6";"    34.5";"    27.9";"    27.9";"    35.7";"    39.0";"    37.0";"    46.7";"    26.6";"    39.7";"    23.7";"   142.8";"    45.5";"    27.0";"   209.4";"   178.6";"   123.0";"   315.5";"   139.6";"   247.0";"    14.2"
"2022";"Hardinxveld-Giessendam";"     7.2";"    56.8";"    29.3";"    47.4";"    53.6";"    81.2";"    63.3";"    88.5";"    35.7";"    68.6";"    32.6";"    36.7";"    29.4";"    31.1";"    38.4";"    41.5";"    38.7";"    51.7";"    28.5";"    42.3";"    25.2";"   196.0";"    54.9";"    32.7";"   263.3";"   245.6";"   181.1";"   358.4";"   175.8";"   313.8";"    14.9"
"2023";"Hardinxveld-Giessendam";"     7.3";"    60.6";"       .";"       .";"       .";"    87.7";"    67.7";"       .";"    39.0";"    73.1";"       .";"    39.2";"       .";"       .";"       .";"    44.8";"    41.3";"       .";"    31.0";"    44.9";"       .";"   193.4";"    48.9";"    23.0";"   260.4";"   250.5";"   179.0";"   390.2";"   173.2";"   318.6";"    13.2"
"2024";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Hardinxveld-Giessendam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Haren";"     8.1";"    45.6";"    26.2";"    33.7";"    51.1";"    65.1";"    49.8";"    79.2";"    34.5";"    53.2";"    23.3";"    32.1";"    26.2";"    23.1";"    37.4";"    34.7";"    32.2";"    49.7";"    28.3";"    36.6";"    19.1";"   149.5";"    82.2";"    45.8";"   260.1";"   116.3";"    78.4";"   273.6";"   220.4";"   236.4";"    10.4"
"2012";"Haren";"     8.1";"    45.7";"    25.9";"    33.0";"    50.9";"    66.6";"    49.3";"    76.1";"    36.1";"    53.6";"    23.0";"    32.2";"    25.9";"    22.9";"    37.2";"    35.6";"    31.9";"    46.6";"    29.4";"    36.7";"    19.0";"   128.0";"    73.6";"    31.5";"   239.6";"    90.0";"    57.8";"   238.1";"   208.6";"   213.9";"     8.4"
"2013";"Haren";"     8.2";"    45.5";"    26.2";"    34.9";"    51.4";"    64.7";"    50.9";"    71.2";"    35.3";"    53.4";"    23.2";"    32.1";"    26.2";"    24.2";"    37.5";"    34.6";"    32.9";"    44.5";"    28.9";"    36.7";"    19.1";"   101.8";"    60.9";"    20.4";"   211.9";"    56.2";"    33.4";"   186.5";"   187.3";"   181.2";"     6.5"
"2014";"Haren";"     8.3";"    49.3";"    27.1";"    34.4";"    58.1";"    70.2";"    52.4";"    81.1";"    39.8";"    58.5";"    23.9";"    34.8";"    27.1";"    24.0";"    42.4";"    37.5";"    33.9";"    52.0";"    31.9";"    40.3";"    19.6";"    96.5";"    53.6";"    16.8";"   207.1";"    60.3";"    29.5";"   182.8";"   181.9";"   180.1";"     4.7"
"2015";"Haren";"     8.4";"    47.8";"    25.9";"    36.5";"    54.2";"    70.0";"    54.2";"    73.7";"    36.3";"    56.5";"    24.2";"    33.6";"    25.9";"    25.4";"    39.6";"    37.5";"    35.1";"    46.4";"    29.4";"    38.6";"    20.0";"   105.0";"    52.8";"    25.1";"   224.6";"    64.9";"    39.9";"   191.9";"   185.7";"   190.7";"     6.9"
"2016";"Haren";"     8.4";"    49.8";"    26.7";"    37.7";"    55.5";"    72.7";"    56.7";"    76.0";"    37.3";"    58.8";"    24.7";"    34.8";"    26.7";"    26.4";"    40.6";"    39.0";"    36.6";"    48.2";"    30.0";"    40.0";"    20.4";"   116.5";"    56.2";"    35.9";"   236.8";"    81.7";"    51.3";"   213.4";"   194.6";"   205.2";"     6.4"
"2017";"Haren";"     8.6";"    51.4";"    27.8";"    40.2";"    58.1";"    75.5";"    57.4";"    80.5";"    39.0";"    60.8";"    24.7";"    36.0";"    27.9";"    27.9";"    42.5";"    40.6";"    37.1";"    50.8";"    31.6";"    41.5";"    20.4";"   125.8";"    60.5";"    38.4";"   259.8";"    95.7";"    61.5";"   238.3";"   199.1";"   214.4";"     6.3"
"2018";"Haren";"     8.7";"    53.0";"    27.6";"    41.4";"    58.9";"    78.6";"    59.5";"    88.8";"    37.9";"    62.3";"    25.1";"    36.2";"    27.6";"    28.4";"    42.1";"    41.4";"    37.5";"    54.1";"    30.6";"    41.4";"    20.6";"   142.2";"    78.3";"    41.9";"   288.5";"   112.9";"    84.1";"   268.7";"   230.2";"   235.0";"     5.9"
"2019";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2020";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2021";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2022";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Haren";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Harenkarspel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Harenkarspel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Harenkarspel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
